ID,tipo,PRO_COM,NOME_COM,NOME_PRO,NOME_REG,stato,Categoria,Sottocategoria,Ente destinatario,Dettaglio bene,Decreto destinazione,SourcePageURL
85,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
86,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
87,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Altra unità immobiliare,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
88,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
89,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
90,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
91,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
92,bene immobile,78138,Scalea,COSENZA,CALABRIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=1
93,bene immobile,13102,Fino Mornasco,COMO,LOMBARDIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=11&comune=1494&tipo=0&stato=2
94,bene immobile,13102,Fino Mornasco,COMO,LOMBARDIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=11&comune=1494&tipo=0&stato=2
95,bene immobile,13102,Fino Mornasco,COMO,LOMBARDIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=11&comune=1494&tipo=0&stato=2
96,bene immobile,89017,Siracusa,SIRACUSA,SICILIA,Usciti dalla gestione,Unità immobiliare a destinazione commerciale e industriale,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=4
97,bene immobile,89017,Siracusa,SIRACUSA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2
98,bene immobile,89017,Siracusa,SIRACUSA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2
99,bene immobile,89017,Siracusa,SIRACUSA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2
100,bene immobile,89017,Siracusa,SIRACUSA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Villa,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2
101,bene immobile,89017,Siracusa,SIRACUSA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Vigili del Fuoco,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2
102,bene immobile,89017,Siracusa,SIRACUSA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2
103,bene immobile,89017,Siracusa,SIRACUSA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2
104,bene immobile,89017,Siracusa,SIRACUSA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2
105,bene immobile,89017,Siracusa,SIRACUSA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Vigili del Fuoco,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2
106,bene immobile,89017,Siracusa,SIRACUSA,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2
107,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati non consegnati,Unità immobiliare per uso di abitazione e assimilabile,Villa,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=3
108,bene immobile,63090,Santa Maria la Carità,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6258&tipo=0&stato=2
109,bene immobile,63090,Santa Maria la Carità,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6258&tipo=0&stato=2
110,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
111,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
112,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
113,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
114,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
115,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
116,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
117,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
118,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
119,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/85.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
120,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
121,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
122,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
123,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
124,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
125,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
126,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
127,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
128,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
129,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
130,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
131,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
132,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
133,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
134,bene immobile,78138,Scalea,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2
